"en","zh"
"For which reasons it was well-nigh impossible that a stranger, however well born, could hope for admittance; and yet, the next morning found M. de Nueil taking his walks abroad in the direction of Courcelles, a dupe of illusions natural at his age.","由此看来，一位陌生人，不管他出身何等高贵，都不要抱任何希望进入她的家；可是在第二天早晨，德纽埃尔先生在外散步，正朝着库尔塞勒的方向走去，在他这个年龄，是最容易将幻想信以为真的。"
"Several times he made the circuit of the garden walls, looking earnestly through every gap at the closed shutters or open windows, hoping for some romantic chance, on which he founded schemes for introducing himself into this unknown lady’s presence, without a thought of their impracticability.","他沿着花园的围墙转了好多圈，充满渴望地从关闭的百叶窗豁口或者开着的窗户向里面张望，期盼着自己的浪漫时机，计划着让这位素不相识的女人认识自己，而完全没有考虑到他这样做的不现实性。"
"Morning after morning was spent in this way to mighty purpose; but with each day’s walk, that vision of a woman living apart from the world, of love’s martyr buried in solitude, loomed larger in his thoughts, and was enshrined in his soul.","他接连几个早晨如此，以达到自己的目的；可是，每来散一次步，这位生活在世外的女人，这位孤寂隐居的爱情烈女形象，就在他的思想里变得越来越高大，铭刻在了他的灵魂里。"
"So Gaston de Nueil walked under the walls of Courcelles, and some gardener’s heavy footstep would set his heart beating high with hope.","因此，当加斯东·德纽埃尔在沿着库尔塞勒的楼房围墙漫步时，若是听到园丁的笨重脚步声，他就会心跳加快，心生希望。"
"He thought of writing to Mme. de Beauseant, but on mature consideration, what can you say to a woman whom you have never seen, a complete stranger?","他想过要写信给德鲍赛昂夫人，可是经过充分的考虑，对于一位你从未见过的人、一位完完全全的陌生人，你又能说些什么呢？"
"And Gaston had little self-confidence.","况且加斯东自己对此也没有信心。"
"Like most young persons with a plentiful crop of illusions still standing, he dreaded the mortifying contempt of silence more than death itself, and shuddered at the thought of sending his first tender epistle forth to face so many chances of being thrown on the fire.","正像许多充满无数幻想的年轻人一样，比起死亡来，他更害怕那令人苦闷的不予理睬，那是一种蔑视，一想到自己的第一封情书很有可能会被付之一炬，他就会胆战心惊。"
"He was distracted by innumerable conflicting ideas.","他被各种相互矛盾的想法搞得心烦意乱。"
"But by dint of inventing chimeras, weaving romances, and cudgeling his brains, he hit at last upon one of the hopeful stratagems that are sure to occur to your mind if you persevere long enough, a stratagem which must make clear to the most inexperienced woman that here was a man who took a fervent interest in her.","不过经过多次狂想，他编织了各种离奇的经历，绞尽脑汁，最终找到了一条有望的妙计，只要你坚持想下去总会想到。这能让最天真的女人知晓，有一个男人对她热切渴望到了何种程度。"
"The caprice of social conventions puts as many barriers between lovers as any Oriental imagination can devise in the most delightfully fantastic tale; indeed, the most extravagant pictures are seldom exaggerations.","社会上的一种怪象就是经常在两个情人之间设置很多障碍，这些障碍并不比东方诗人在他们想象的奇幻神话中虚构的障碍更少；事实上，这最为夸张的景象也很少有言过其实的。"
"In real life, as in the fairy tales, the woman belongs to him who can reach her and set her free from the position in which she languishes.","在现实生活中，正如童话故事的世界一般，女人的芳心总会属于那个能够到达她身边并且能够将她从哀苦中解放出来的男人。"
"The poorest of calenders that ever fell in love with the daughter of the Khalif is in truth scarcely further from his lady than Gaston de Nueil from Mme. de Beauseant.","最贫苦的游方僧们深深地爱上了哈里发的女儿，他们之间的距离简直不可能比加斯东·德纽埃尔和德鲍赛昂夫人之间的距离更远。"
"The Vicomtesse knew absolutely nothing of M. de Nueil’s wanderings round her house; Gaston de Nueil’s love grew to the height of the obstacles to overleap; and the distance set between him and his extemporized lady-love produced the usual effect of distance, in lending enchantment.","子爵夫人对于德纽埃尔先生游荡于她家旁的事一点儿也不知情；加斯东·德纽埃尔对她的爱却是随着障碍的增加而有增无减；这距离更给予了他和他那即兴做成的情人之间以距离的美感，却让这更具独特的魅力。"
"One day, confident in his inspiration, he hoped everything from the love that must pour forth from his eyes.","他相信自己的灵感，希望总有一天，他希望自己眼中倾泻出的爱情可以帮他获得所有。"
"Spoken words, in his opinion, were more eloquent than the most passionate letter; and, besides, he would engage feminine curiosity to plead for him.","在他看来，话语比最动情的信件更感人至深；并且，他可以寄希望于女性天然的好奇心。"
"He went, therefore, to M. de Champignelles, proposing to employ that gentleman for the better success of his enterprise.","因此，他来到德·尚皮涅勒先生家中，打算利用这位先生来实现自己的企图。"
"He informed the Marquis that he had been entrusted with a delicate and important commission which concerned the Vicomtesse de Beauseant, that he felt doubtful whether she would read a letter written in an unknown handwriting, or put confidence in a stranger.","他告诉这位侯爵，他被委以一桩微妙而重要的任务，是有关德鲍赛昂夫人的，但是他怀疑这位夫人是否会阅读一封不知名的信件，或者会不会相信一位陌生人。"
"Would M. de Champignelles, on his next visit, ask the Vicomtesse if she would consent to receive him—Gaston de Nueil?","他问德尚皮涅勒先生，下次拜访子爵夫人时可否问问她是否愿意会见他——加斯东·德纽埃尔？"
