"作者：弗吉尼亚·伍尔夫","by Virginia Woolf "
"萨莉推测，彼得对此也这样认为，有大人物来了，政客之类，这类人他俩都不知道，除了在书画报刊上看到过以外，而克拉丽莎必须友好地招呼，得寒暄几句。克拉丽莎与那类人在一起吧。但理查德·达洛维不是内阁成员。萨莉猜想他不是个成功人士吧？至于她自己，几乎从不读报。她有时发现理查德的名字见报了。可是——哎，她过着十足的独居生活，克拉丽莎会说是在荒郊野外，她是在商业巨贾、工业大亨中间，毕竟是些干了一番事业的男人。她也做了一些事啊！","Sally supposed, and so did Peter for the matter of that, that there were people of importance, politicians, whom neither of them knew unless by sight in the picture papers, whom Clarissa had to be nice to, had to talk to.She was with them.Yet there was Richard Dalloway not in the Cabinet.He hadn’t been a success, Sally supposed?For herself, she scarcely ever read the papers.She sometimes saw his name mentioned.But then—well, she lived a very solitary life, in the wilds, Clarissa would say, among great merchants, great manufacturers, men, after all, who did things.She had done things too!"
"“我生了五个男孩！”萨莉对彼得说。","“I have five sons!” she told him."
"上帝，上帝啊，她身上发生了多大的改变啊！母性的柔情，母性的自我主义。彼得记得上回他俩见面时，是在月光映照下的花椰菜丛里。她那时用带文学色彩的措辞说片片叶子“如粗犷的青铜”，还采下一朵玫瑰。在那个十分糟糕的晚上，发生喷泉边的事情后，他被逼着踱来踱去。他还得赶半夜开的火车呢。老天呀，他哭了！","Lord, Lord, what a change had come over her!the softness of motherhood; its egotism too.Last time they met, Peter remembered, had been among the cauliflowers in the moonlight, the leaves “like rough bronze” she had said, with her literary turn; and she had picked a rose.She had marched him up and down that awful night, after the scene by the fountain; he was to catch the midnight train.Heavens, he had wept!"
"那是他的老把戏，打开折刀，萨莉心想，他兴奋时总是将刀打开又合上。彼得·沃尔什爱着克拉丽莎时，跟她关系也十分、十分密切，还有那次在午餐上为了理查德·达洛维发生的槽糕而可笑的争吵。她曾称呼理查德为“威克姆”。为什么不称呼理查德为“威克姆”？　克拉丽莎突然大怒！其实从此两人再也没遇到过，她与克拉丽莎，在过去的十年里可能相见了至多六次。而彼得·沃尔什则去了印度。她隐约耳闻到他有过一次不幸的婚姻。她不清楚他是否有孩子，又不便问他，因为他变了。他看起来相当干瘪，不过她感到他比以前友好了，她对他怀着真挚的情感，因为他与自己的青春是有联系的，她还保留着一本艾米丽·勃朗特的小说吗？是他送她的，他想必是要写作吧？那时候他是要写作的。","That was his old trick, opening a pocket-knife, thought Sally, always opening and shutting a knife when he got excited.They had been very, very intimate, she and Peter Walsh, when he was in love with Clarissa, and there was that dreadful, ridiculous scene over Richard Dalloway at lunch.She had called Richard “Wickham.”Why not call Richard “Wickham”?Clarissa had flared up!and indeed they had never seen each other since, she and Clarissa, not more than half a dozen times perhaps in the last ten years.And Peter Walsh had gone off to India, and she had heard vaguely that he had made an unhappy marriage, and she didn’t know whether he had any children, and she couldn’t ask him, for he had changed.He was rather shrivelled-looking, but kinder, she felt, and she had a real affection for him, for he was connected with her youth, and she still had a little Emily Bront?he had given her, and he was to write, surely?In those days he was to write."
"“你写了没？”她问他道，一边伸开手，她结实而线条优美的手搁在膝上，他记得她的这个姿势。","“Have you written?” she asked him, spreading her hand, her firm and shapely hand, on her knee in a way he recalled."
"“一个字都没写！”彼得·沃尔什说道。她大笑。","“Not a word!” said Peter Walsh, and she laughed."
"她依然很迷人，依然是个人物，萨莉·西顿。但这位罗塞特又是谁？他婚礼那天在衣服上佩了两朵山茶花——那就是彼得对他所有的了解。“他们有许许多多佣人，好几英里长的温室。”克拉丽莎写信给他讲，类似那样的话。萨莉轰然大笑，对此表示承认。","She was still attractive, still a personage, Sally Seton.But who was this Rosseter?He wore two camellias on his wedding day—that was all Peter knew of him.“They have myriads of servants, miles of conservatories,” Clarissa wrote; something like that.Sally owned it with a shout of laughter."
"“没错，我每年收入有一万英镑。”是缴税之前还是之后的数目，她想不起来了，因为是丈夫为她做了这一切。“你必须跟他见见，”她说道，“你会喜欢他的。”","“Yes, I have ten thousand a year”—whether before the tax was paid or after, she couldn’t remember, for her husband, “whom you must meet,” she said, “whom you would like,” she said, did all that for her."
"而萨莉过去老是衣衫褴褛。她为了去伯顿把她外祖母的一只戒指典当了，这是玛丽·安托瓦内特赠与她曾祖父的。","And Sally used to be in rags and tatters.She had pawned her grandmother’s ring which Marie Antoinette had given her great-grandfather to come to Bourton."
"哦，是的，萨莉记得。她仍珍藏着那枚戒指，镶着红宝石的玛丽·安托瓦妮特赠与她曾祖父的戒指。当年她从没有属于自己的一分钱，到伯顿去总是得拼命地节省好久。可到伯顿去对她意义非凡——她相信这可以让她心智健全，她在家很不快乐。不过所有这些都成了往事——都结束了，她说道。而帕里先生死了，帕里小姐还在世。他一生从未如此震惊过！彼得说。他十分肯定她去世了。萨莉猜想那桩婚姻是幸福的吧？而那位十分俊美、十分镇静的年轻女子就是伊丽莎白，就在那里，靠着窗帘，身穿红色礼服。","Oh yes, Sally remembered; she had it still, a ruby ring which Marie Antoinette had given her great-grandfather.She never had a penny to her name in those days, and going to Bourton always meant some frightful pinch.But going to Bourton had meant so much to her—had kept her sane, she believed, so unhappy had she been at home.But that was all a thing of the past—all over now, she said.And Mr. Parry was dead; and Miss Parry was still alive.Never had he had such a shock in his life! said Peter.He had been quite certain she was dead.And the marriage had been, Sally supposed, a success?And that very handsome, very self-possessed young woman was Elizabeth, over there, by the curtains, in red."
"（她似一棵白杨，似一条溪流，似一株风信子，威利·蒂特科姆正在想。噢，在乡间做自己喜欢的事该有多好！她听得见她可怜的狗在嚎叫，伊丽莎白能确定。）她一点都不像克拉丽莎，彼得·沃尔什说道。　","(She was like a poplar, she was like a river, she was like a hyacinth, Willie Titcomb was thinking.Oh how much nicer to be in the country and do what she liked!She could hear her poor dog howling, Elizabeth was certain.) She was not a bit like Clarissa, Peter Walsh said."
"“噢，克拉丽莎！”萨莉说道。","“Oh, Clarissa!” said Sally."
"萨莉感到的仅仅是这个。她欠下了克拉丽莎一大笔债。她俩是朋友，并非泛泛之交，是密友。她眼前依然浮现克拉丽莎一袭白衣，手中捧着鲜花在屋里走着的样子——至今烟草作物仍令萨莉想到伯顿。不过——彼得懂吗？克拉丽莎缺了点什么。缺什么呢？她有魅力，她有非凡的魅力。但坦率地说（萨莉觉得彼得是个老朋友了，真正的朋友——他不在国内有什么关系？隔得远有什么关系？她以前常想写信给他，但写好又撕掉，不过她觉得他会明白的。因为有些事不必说也能明白，就像一个人意识到正在渐渐变老，而她的确老了。那个下午她去了伊顿探望儿子们，他们患上腮腺炎），那么坦率地说，克拉丽莎怎么会做出这种事？与理查德·达洛维结了婚。一个运动爱好者，一个仅仅在乎狗的男人。他走进房间时真的会散发出马厩的味道。还有这整个宴会？她挥着手。","What Sally felt was simply this.She had owed Clarissa an enormous amount.They had been friends, not acquaintances, friends, and she still saw Clarissa all in white going about the house with her hands full of flowers—to this day tobacco plants made her think of Bourton.But—did Peter understand?—she lacked something.Lacked what was it?She had charm; she had extraordinary charm.But to be frank (and she felt that Peter was an old friend, a real friend—did absence matter?did distance matter?She had often wanted to write to him, but torn it up, yet felt he understood, for people understand without things being said, as one realises growing old, and old she was, had been that afternoon to see her sons at Eton, where they had the mumps), to be quite frank then, how could Clarissa have done it?—married Richard Dalloway?a sportsman, a man who cared only for dogs.Literally, when he came into the room he smelt of the stables.And then all this?She waved her hand."
