"第一部","PART I "
"他当然会去“那边”休息一下。这也是一个回忆往事的借口。不过，假如这就叫“赢了”的话——一个人只是懂得些东西，回忆些东西，却得不到所希望的东西，那么这种生活该有多难呀！很可能塔鲁就是这样生活过来的，他也知道，没有幻想的生活是阴郁而贫瘠的。没有希望，内心就不可能安宁，而且塔鲁认为，无论是谁，都无权给任何人判刑——尽管他很清楚，人都禁不住会去给别人判刑，甚至受害者有时也会变成刽子手——塔鲁一直生活在矛盾之中，从来没有得到过希望所带来的慰藉。他就是出于这个原因而想做圣人，想通过帮助他人来寻求内心安宁的吗？事实上，里厄并不知道这个问题的答案，而这也无关紧要。他会永远记住塔鲁的唯一形象：驾驶汽车时紧握方向盘的塔鲁，或是有着魁梧身躯现在却躺在那里一动不动的塔鲁。知识就意味着：一种生活的热情，一种死亡的形象。这无疑解释了为什么里厄医生在第二天早上得知他妻子去世的消息时能保持镇静。","Certainly he’d take a rest “over there.”It, too, would be a pretext for memory.But if that was what it meant, winning the match—how hard it must be to live only with what one knows and what one remembers, cut off from what one hopes for!It was thus, most probably, that Tarrou had lived, and he realized the bleak sterility of a life without illusions.There can be no peace without hope, and Tarrou, denying as he did the right to condemn anyone whomsoever—though he knew well that no one can help condemning and it befalls even the victim sometimes to turn executioner—Tarrou had lived a life riddled with contradictions and had never known hope’s solace.Did that explain his aspiration toward saintliness, his quest of peace by service in the cause of others?Actually Rieux had no idea of the answer to that question, and it mattered little.The only picture of Tarrou he would always have would be the picture of a man who firmly gripped the steering-wheel of his car when driving, or else the picture of that stalwart body, now lying motionless.Knowing meant that: a living warmth, and a picture of death.That, no doubt, explains Dr. Rieux’s composure on receiving next morning the news of his wife’s death."
"当时他正在自己的诊所里。他母亲几乎是跑着进来，递给他一份电报，接着她又出去给电报邮递员小费。当她返回时，她儿子手里正拿着这份打开的电报。她看了看他，但他却毅然盯着窗外；窗外洒满了冉冉升起在港口上空的朝阳的光辉。","He was in the surgery.His mother came in, almost running, and handed him a telegram; then went back to the hall to give the telegraph-boy a tip.When she returned, her son was holding the telegram open in his hand.She looked at him, but his eyes were resolutely fixed on the window; it was flooded with the effulgence of the morning sun rising above the harbor."
"“伯纳德。”她轻轻地叫了一声。","“Bernard,” she said gently."
"医生转过头来漠然地看了看她，就好像她是陌生人。","The doctor turned and looked at her almost as if she were a stranger."
"“电报说？”","“The telegram?”"
"“哦，”他说，“就是这样。在一周以前。”","“Yes,” he said, “that’s it.A week ago.”"
"里厄老太太把头转向窗户。里厄沉默了一会儿。接着，他叫他母亲不要哭，说自己已经预料到了，不过依然很难过。而他也清楚，在说这话的时候，这种痛苦的感觉并不陌生。好几个月以来，尤其在最近的两天时间里，正是这种相同的痛苦一直折磨着他。","Mme Rieux turned her face toward the window.Rieux kept silent for a while.Then he told his mother not to cry, he’d been expecting it, but it was hard all the same.And he knew, in saying this, that this suffering was nothing new.For many months, and for the last two days, it was the selfsame suffering going on and on."
"第二十八章","Chapter 28"
"终于，在二月的一个黎明，天气晴朗，城门开放仪式如期举行，百姓、报纸、电台以及官方公报都为之喝彩。笔者依然觉得有必要记录下城门开放后的那些欢乐情景，尽管他自己属于那些不能全身心地分享这种喜悦的一员。","At last, at daybreak on a fine February morning, the ceremonial opening of the gates took place, acclaimed by the populace, the newspapers, the radio, and official communiques.It only remains for the narrator to give what account he can of the rejoicings that followed, though he himself was one of those debarred from sharing in them wholeheartedly."
"精心编排的游乐会整天整夜地举行着，同时，火车站里的火车头也开始冒烟了，轮船也已经驶入了这里的港口——这一切以各种方式生动地表明，这是个期盼已久的团圆之日，所有饱尝相思之苦的人们再也不必伤心流泪了。","Elaborate day and night fetes were organized, and at the same time smoke began to rise from locomotives in the station, and ships were already heading for our harbor—reminders in their divers ways that this was the long-awaited day of reuniting, and the end of tears for all who had been parted."
"人们不难想象，眼下，长久以来使众多市民内心痛苦不已的这种别离之情在这一刻会有怎样的体现。整整一天，驶入该城和离开该城的火车上都挤满了乘客。所有的乘客早就预订了这天的车票，在过去的两周时间里，人人如坐针毡，生怕在最后时刻当局会取消原来的决定。一些要来奥兰的旅客还是有些忐忑不安，尽管一般来说，他们对自己亲人的情况应该非常了解，但他们对其他人以及这座城市本身却一无所知，因而把奥兰想象得阴森恐怖。但这仅仅适用于那些在长达几个月的流放中没有伤心欲绝的人们，而不适用于那些分隔两地的情侣们。","We can easily picture, at this stage, the consequences of that feeling of separation which had so long rankled in the hearts of so many of our townsfolk.Trains coming in were as crowded as those that left the town in the course of the day.Every passenger had reserved his seat long in advance and had been on tenterhooks during the past fortnight lest at the last moment the authorities should go back on their decision.Some of these incoming travelers were still somewhat nervous; though as a rule they knew the lot of those nearest and dearest to them, they were still in the dark about others and the town itself, of which their imagination painted a grim and terrifying picture.But this applies only to people who had not been eating their hearts out during the long months of exile, and not to parted lovers."
"的确，那些情侣们完全被自己的固执想法包围着，因此，对他们而言，只有一件事发生了变化。","The lovers, indeed, were wholly wrapped up in their fixed idea, and for them one thing only had changed."
"在那几个月的分离时光里，对于他们的爱人来说，时间总是过得太慢，他们一直都盼望着时间可以过得更快些，但是，当火车开始刹车、驶入站台，奥兰已经近在眼前时，他们却又希望时间可以放慢速度，想让每一刻都停下脚步。这种感觉，也许有些困惑，但是依然心酸，这些天、这些周、这几个月以来，他们为自己的爱人失去的时光让他们隐约感觉自己有权得到某种补偿，现在这种欢乐时间应该比那些度日如年的等待时间慢上两倍。那些在家里或是在月台上等待他们的人们——朗贝尔就在月台上等着，他的妻子早已得到通知，并马上着手准备乘第一趟火车来奥兰——同样也迫不及待、心烦意乱。即使是朗贝尔，一想到自己很快就可以见到心上人，一想到好几个月以来，鼠疫已经慢慢地将柔情蜜意化为了一个苍白的概念，而自己将要与一个有血有肉的女人重温旧情，他的内心也惶惶不安起来。","Whereas during those months of separation time had never gone quickly enough for their liking and they were always wanting to speed its flight, now that they were in sight of the town they would have liked to slow it down and hold each moment in suspense, once the brakes went on and the train was entering the station.For the sensation, confused perhaps, but none the less poignant for that, of all those days and weeks and months of life lost to their love made them vaguely feel they were entitled to some compensation; this present hour of joy should run at half the speed of those long hours of waiting.And the people who awaited them at home or on the platform—among the latter Rambert, whose wife, warned in good time, had got busy at once and was coming by the first train-were likewise fretting with impatience and quivering with anxiety.For even Rambert felt a nervous tremor at the thought that soon he would have to confront a love and a devotion that the plague months had slowly refined to a pale abstraction, with the flesh-and-blood woman who had given rise to them."
