"第一章 两位风情女子的定论","CHAPTER I THE LAST WORD OF TWO GREAT COQUETTES"
"“那个女人最大的错误就是她老是跟在男人们的后面。她像男人似的挥霍着遗产，她迫使她的情人们都成了高利贷者，她吃掉嫁资，她使孤儿们倾家荡产，她诱使别人犯罪，甚至她自己也犯过；但是——”","“The greatest fault of that woman is that she has followed in the wake of men.She squanders patrimonies as they do; she drives her lovers to usurers; she pockets “dots”; she ruins orphans; she inspires, possibly she commits, crimes, but—”"
"德阿泰兹的此番话主要是对刚才那两位的回应，这两位人物从未听到过如此简练明了的言语。在听到“但是”这个词时，整个宴席上的人都惊呆了，每个人都举着叉子静止不动了，他们的眼睛一会儿注视着这位勇敢的作家，一会儿又转向对王妃出言不逊的人，大家都在这场可怕的沉默中等待着他的结论。","Never had the two men, whom d’Arthez was chiefly addressing, listened to such plain talk.At that BUT the whole table was startled, every one paused, fork in air, their eyes fixed alternately on the brave author and on the assailants of the princess, awaiting the conclusion of that horrible silence."
"“但是，”德阿泰兹用一种漫不经心的嘲讽口气说道，“与男人们比起来，德卡迪央王妃夫人有一大优点，那就是：当人们为了她而陷入危险时，她会挺身而出援救他们，而且不说任何人的坏话。芸芸众生之中，为什么就不应该有一个女人玩弄男人，就像男人玩弄女人那样？为什么女性不能时不时地也来报复下男性呢？”","“But,” said d’Arthez, with sarcastic airiness, “Madame la Princesse de Cadignan has one advantage over men: when they have put themselves in danger for her sake, she saves them, and says no harm of any one.Among the multitude, why shouldn’t there be one woman who amuses herself with men as men amuse themselves with women?Why not allow the fair sex to take, from time to time, its revenge?”"
"“天才就是比智慧厉害。”布隆代对纳坦说道。","“Genius is stronger than wit,” said Blondet to Nathan."
"这一串带有讽刺意味的话的确像是拿炮兵的大炮对付步兵的排枪。开始用咖啡的时候，布隆代和纳坦殷勤地走到德阿泰兹面前致意，他们那种殷勤劲儿谁都不敢去模仿，因为在座的各位都很矛盾，他们都不想因为对德阿泰兹的钦佩而与两位强大的人物为敌。","This broadside of sarcasms was in fact the discharge of a battery of cannons against a platoon of musketry.When coffee was served, Blondet and Nathan went up to d’Arthez with an eagerness no one else dared to imitate, so unable were the rest of the company to show the admiration his conduct inspired from the fear of making two powerful enemies."
"“我们很早就知道你的性格和你的才能是同样伟大的。”布隆代说，“你刚才的行为，已经不是一个凡人所能做到的，你简直是一位天神。没有被感情或想象力所左右，也没有为自己心爱的女人辩护，这使得希望你这么做的人扑了个空，否则，这些对你的文学成就嫉妒得要死的人就会得逞了——啊！请允许我这么说吧，这是私人外交的顶峰。”","“This is not the first time we have seen that your character equals your talent in grandeur,” said Blondet.“You behaved just now more like a demi-god than a man.Not to have been carried away by your heart or your imagination, not to have taken up the defence of a beloved woman—a fault they were enticing you to commit, because it would have given those men of society eaten up with jealousy of your literary fame a triumph over you—ah!give me leave to say you have attained the height of private statesmanship.”"
"“是的，你是一位政治家。”纳坦说，“这简直是妙极了，因为要想既能为一个女人报仇而又能不替她辩护，实在是一件困难的事。”","“Yes, you are a statesman,” said Nathan.“It is as clever as it is difficult to avenge a woman without defending her.”"
"“王妃是正统派中的一位女英雄，所有有荣誉感的男人都有责任来保护她。”德阿泰兹冷冷地回答道，“她为她的主人们的事业所做的贡献将会使她所有愚蠢的行为得到宽恕。”","“The princess is one of those heroines of the legitimist party, and it is the duty of all men of honor to protect her quand meme,” replied d’Arthez, coldly.“What she has done for the cause of her masters would excuse all follies.”"
"“他是如此的谨慎啊！”纳坦对布隆代说道。","“He keeps his own counsel!” said Nathan to Blondet."
"“就像王妃真的是值得别人为她辩护似的。”拉斯蒂涅插嘴说，加入了两个人的谈话。","“Precisely as if the princess were worth it,” said Rastignac, joining the other two."
"德阿泰兹到王妃家里去。此刻，王妃正焦急万分地等着他的到来。这次由迪亚娜自己促成的试验要是失败了，对她而言简直是致命的。这个女人内心感到了痛苦，在她这一生中还是头一次。如果德阿泰兹相信世人的真话，而不听信她自己的假话了，她真不知道该怎么办才好。因为像德阿泰兹这样具有高贵天性、完美人品、纯洁灵魂以及质朴心地的男人从不曾落到过她的手中。尽管她已经告诉了德阿泰兹，她之所以捏造了这么一套残忍的谎言是受那种寻找真爱的欲望所驱使的，她还是担心。那种爱——她感觉到它在心中萌芽，是的，她爱上了德阿泰兹，而现在她要因为欺骗他而被永远地谴责了。从今往后，在他面前，她必须保持那个为蒙蔽他双眼而表演喜剧的女演员形象。","D’Arthez went to the princess, who was awaiting him with the keenest anxiety.The result of this experiment, which Diane had herself brought about, might be fatal to her.For the first time in her life this woman suffered in her heart.She knew not what she should do in case d’Arthez believed the world which spoke the truth, instead of believing her who lied; for never had so noble a nature, so complete a man, a soul so pure, a conscience so ingenuous come beneath her hand.Though she had told him cruel lies she was driven to do so by the desire of knowing a true love.That love—she felt it dawning in her heart; yes, she loved d’Arthez; and now she was condemned forever to deceive him!She must henceforth remain to him the actress who had played that comedy to blind his eyes."
"当她听到达尼埃尔走进餐厅的脚步声时，内心感到一种强烈的震动，一种震撼其生命的战栗。那种颤动的感觉在她曾经所有的惊险生活当中都从未出现过，她心里很明白，她已经把自己的幸福作为赌注压在了这件事上。她那凝视着空间的目光突然落在了德阿泰兹整个人身上，那目光好像穿过他的肉体看穿了他的灵魂，那儿连一点猜疑的影子都没有！此刻，内心积聚的恐惧转化为喜悦爆发了，几乎使她窒息。因为对人类来说，忍受痛苦的能力要比享受极致幸福的能力强得多。","When she heard Daniel’s step in the dining-room a violent commotion, a shudder which reached to her very vitals came over her.That convulsion, never felt during all the years of her adventurous existence, told her that she had staked her happiness on this issue.Her eyes, gazing into space, took in the whole of d’Arthez’s person; their light poured through his flesh, she read his soul; suspicion had not so much as touched him with its bat’s-wing.The terrible emotion of that fear then came to its reaction; joy almost stifled her; for there is no human being who is not more able to endure grief than to bear extreme felicity."
