"第一章","CHAPTER I"
"“好吧，也谈谈女人的服饰，”舒宾回答说，“如果是些漂亮的衣服的话。”","‘Fal-lals, too, of course,’ rejoined Shubin, ‘if they’re pretty.’"
"“当然了，若是我们不想谈论服饰呢？你总吹嘘自己是一个自由的艺术家，那你为何还总是妨碍他人的自由呢？请允许我再问一下，如果你已经有了这种想法，为什么还要捉弄卓娅呢？和她谈女人的穿着打扮和玫瑰应该是再合适不过了？”","‘Of course.But suppose we don’t want to talk of frills?You are always boasting of being a free artist; why do you encroach on the freedom of others?And allow me to inquire, if that’s your bent of mind, why do you attack Zoya?With her it would be peculiarly suitable to talk of frills and roses?’"
"舒宾突然生气地从花园里的凳子上站了起来。“那么，你就想说这个吗？”他紧张地说道，“我现在才明白你的暗示，你想让我到她那边去吧，埃琳娜·尼古拉耶夫娜。换句话说，我在这里不受欢迎。”","Shubin suddenly fired up, and rose from the garden seat.‘So that’s it?’ he began in a nervous voice.‘I understand your hint; you want to send me away to her, Elena Nikolaevna.In other words, I’m not wanted here.’"
"“我从没想过让你离开这里。”","‘I never thought of sending you away from here.’"
"“那你是想说，”舒宾激动地说，“我不配和其他人交往，我跟那个令人讨厌的德国小妞一样，整天只顾漂亮、愚蠢无知吗？是吗？”","‘Do you mean to say,’ Shubin continued passionately, ‘that I am not worthy of other society, that I am her equal; that I am as vain, and silly and petty as that mawkish German girl?Is that it?’"
"埃琳娜皱着眉头。“你还从来没有这样数落过她呢，帕维尔·雅克夫利奇。”她回答说。","Elena frowned.‘You did not always speak like that of her, Pavel Yakovlitch,’ she remarked."
"“哦！你责怪我吧！现在就责备我吧！”舒宾喊了起来，“好吧，我承认曾经是有过一阵子——确切地说是一小段时间，当她那清新却又庸俗的脸蛋……但假如我想跟你争辩的话，就会让你知道……算了，再见了，”他突然说道，“我觉得自己要说蠢话了。”","‘Ah!reproaches! reproaches now!’ cried Shubin.‘Well, then I don’t deny there was a moment—one moment precisely, when those fresh, vulgar cheeks of hers…But if I wanted to repay you with reproaches and remind you…Good-bye,’ he added suddenly, ‘I feel I shall say something silly.’"
"举起拳头朝已经捏好的头部塑像狠狠地打了一下，舒宾跑着离开了凉亭，进了自己的房间里。","And with a blow on the clay moulded into the shape of a head, he ran out of the arbour and went off to his room."
"“真像个小孩子。”埃琳娜看着他的背影说。","‘What a baby,’ said Elena, looking after him."
"“他是个艺术家，”别尔谢涅夫浅笑着说，“所有的艺术家都这样。人们都应该习惯他们的反复无常。那可是他们的特权。”","‘He’s an artist,’ observed Bersenyev with a quiet smile.‘All artists are like that.One must forgive them their caprices.That is their privilege.’"
"“是的，”埃琳娜接着说，“但帕维尔到现在也没做出什么好作品，能让他像艺术家那样使用那项特权。迄今为止他做了什么呢？让我挽着你的胳膊，我们去林阴道上走走吧。他刚才打断了我们的谈话。我们正谈到你父亲的著作呢。”","‘Yes,’ replied Elena; ‘but Pavel has not so far justified his claim to that privilege in any way.What has he done so far?Give me your arm, and let us go along the avenue.He was in our way.We were talking of your father’s works.’"
"别尔谢涅夫拉着埃琳娜的手臂，跟她在花园里面闲逛，但他们并没有继续聊刚才被打断的话题。别尔谢涅夫又重新聊起了自己对老师这个职业的看法和对以后工作的打算。他和埃琳娜慢慢地走着，局促不安地挽着她的胳膊，他的肩膀有时也会无意中碰到她，可他却从未看她一眼，但他说话却越来越轻松了，尽管还不是那么流利。他说话言简意赅，他的眼睛里充满丰富的情感与含蓄的热情，目光缓缓从树干上、小路旁的沙堆和青草上滑过，然而从他那平静的声音中可以听出一个人在自己喜欢的人面前成功表达自己的喜悦。埃琳娜认真地听他讲着，侧转向他，目不转睛地看着他的脸，凝视着他那有点儿防卫但又温柔亲切的眼睛，虽然他一直在避免直视她的眼睛。她已经在心里渐渐地接受了他，内心深处充满了一种柔软的、神圣的和令人沉醉的感情，这种感情让她的心一半沉醉，一半激动。","Bersenyev took Elena’s arm in his, and walked beside her through the garden; but the conversation prematurely broken off was not renewed.Bersenyev began again unfolding his views on the vocation of a professor, and on his own future career.He walked slowly beside Elena, moving awkwardly, awkwardly holding her arm, sometimes jostling his shoulder against her, and not once looking at her; but his talk flowed more easily, even if not perfectly freely; he spoke simply and genuinely, and his eyes, as they strayed slowly over the trunks of the trees, the sand of the path and the grass, were bright with the quiet ardour of generous emotions, while in his soothed voice there was heard the delight of a man who feels that he is succeeding in expressing himself to one very dear to him.Elena listened to him very attentively, and turning half towards him, did not take her eyes off his face, which had grown a little paler off his eyes, which were soft and affectionate, though they avoided meeting her eyes.Her soul expanded; and something tender, holy, and good seemed half sinking into her heart, half springing up within it."
"第五章","CHAPTER V"
"在夜幕降临之前，舒宾一直把自己关在屋里。那时天已经完全黑了，月亮——还不是很圆——高高地悬挂在空中，银河闪闪发亮，星星缀满了整个天空，别尔谢涅夫在跟安娜·瓦西里耶夫娜、埃琳娜和卓娅道别之后，来到了舒宾房门前。他发现门被锁上了。他敲了敲门。","Shubin did not leave his room before night.It was already quite dark; the moon—not yet at the full—stood high in the sky, the milky way shone white, and the stars spotted the heavens, when Bersenyev, after taking leave of Anna Vassilyevna, Elena, and Zoya, went up to his friend’s door.He found it locked.He knocked."
"“谁在外面？”有人问道，听上去像舒宾的声音。","‘Who is there?’ sounded Shubin’s voice."
"“我。”别尔谢涅夫答道。","‘I,’ answered Bersenyev."
"“你来做什么？”","‘What do you want?’"
"“让我进去，帕维尔，不要再生气了，你难道一点儿都不感到惭愧吗？”","‘Let me in, Pavel; don’t be sulky; aren’t you ashamed of yourself?’"
"“我没有生气，我在睡觉呢，而且还梦到了卓娅。”","‘I am not sulky; I’m asleep and dreaming about Zoya.’"
"“得了吧，你已经不是小孩子了。让我进去。我想跟你谈谈。”","‘Do stop that, please; you’re not a baby.Let me in.I want to talk to you.’"
"“你还没跟埃琳娜聊够吗？”","‘Haven’t you had talk enough with Elena?’"
"“快点儿，快点儿，让我进去！”舒宾用假装的呼噜声回答他。","‘Come, come; let me in!’Shubin responded by a pretended snore."
"别尔谢涅夫耸了耸肩，转身回去了。","Bersenyev shrugged his shoulders and turned homewards."
"这天晚上温度适中，周围异常安静，好像所有事物都在聆听着，盼望着什么。走在这宁静夜色中的别尔谢涅夫不由自主地停下了脚步，也心怀期待地聆听着什么。在附近的树顶处，时不时地传来一阵窸窸窣窣的响声，就像女人裙子摆动时沙沙的声音，这声音令他心头涌起一种既甜蜜又痛苦的感觉，这是一种近乎恐怖的感觉。他感到脸上有些痛，双眼也因为突然涌上的泪水而冰冷，他本想悄无声息地离开，隐秘地偷偷溜走。一阵风突然从他身边吹过，他打了个寒战，他的心似乎也静止了。一只昏昏欲睡的甲虫从细枝上掉了下来，砰的一声落在了地上，别尔谢涅夫小声叫了叫道：“啊！”然后他停下了脚步。然而，他突然间想起了埃琳娜，这时，所有的恐惧或其他感觉都立刻消失了，剩下的仅仅是夜晚的清新和晚间散步的愉悦，他整个脑袋里都是埃琳娜美丽的身影。别尔谢涅夫低头走着，回想着她说过的话和她提过的问题。他好像听到身后传来急促的脚步声。他仔细听了听，有人在飞奔着，正朝着他的方向赶来，他听到了大口喘气声，忽然间，舒宾从一株大树投下的黑色圆形影子里跳出到他的面前，月光照得他脸色发白，一头卷发乱糟糟的，也没有戴帽子。","The night was warm and seemed strangely still, as though everything were listening and expectant; and Bersenyev, enfolded in the still darkness, stopped involuntarily; and he, too, listened expectant.On the tree-tops near there was a faint stir, like the rustle of a woman’s dress, awaking in him a feeling half-sweet, half-painful, a feeling almost of fright.He felt a tingling in his cheeks, his eyes were chill with momentary tears; he would have liked to move quite noiselessly, to steal along in secret.A cross gust of wind blew suddenly on him; he almost shuddered, and his heart stood still; a drowsy beetle fell off a twig and dropped with a thud on the path; Bersenyev uttered a subdued ‘Ah!’ and again stopped.But he began to think of Elena, and all these passing sensations vanished at once; there remained only the reviving sense of the night freshness, of the walk by night; his whole soul was absorbed by the image of the young girl.Bersenyev walked with bent head, recalling her words, her questions.He fancied he heard the tramp of quick steps behind.He listened: some one was running, some one was overtaking him; he heard panting, and suddenly from a black circle of shadow cast by a huge tree Shubin sprang out before him, quite pale in the light of the moon, with no cap on his disordered curls."
