"海浪","The Waves"
"“的确，当我们走上这条大道时，”伯纳德说，“我想起一个事实，一位国王，骑着马，绊倒在这儿的一个鼹鼠丘上。但是，在深邃、旋转的无限空间背景下设置一个头顶金色茶壶的小小的人物形象，看起来多么奇怪啊。很快，你在人物形象中找回了信念；但不会马上相信他们戴在头上的东西。我们英国人的过去——一英寸的光芒。那时人们都会把茶壶戴在头上，然后说：‘我是一位国王！’不，我们一边走，我一边竭力恢复对时间的意识，但是因为我眼中那片流动的黑暗，我已经失去把握了。这座宫殿似乎轻飘飘的，像天上停留片刻的一朵云彩。那是头脑想出的花招——把国王一个接一个扶上宝座，头戴王冠。而我们自己，六个人并肩走着，凭借我们身上这种我们称之为思想与情感的胡乱的闪光，我们在对抗什么？我们怎样才能与这股洪流抗争？什么是恒久不变的？我们的生命也在流走，沿着黑灯瞎火的林阴道，穿过时光之隙，默默无闻。曾经内维尔劈面扔给我一首诗。心中油然生出一股不朽的信念，我说：‘莎士比亚所了解的，我也了解。’但那已成过往。”","‘It is true, and I know for a fact,’ said Bernard, ‘as we walk down this avenue, that a King, riding, fell over a molehill here.But how strange it seems to set against the whirling abysses of infinite space a little figure with a golden teapot on his head.Soon one recovers belief in figures;but not at once in what they put on their heads.Our English past—one inch of light.Then people put teapots on their heads and say, “I am a King!”No, I try to recover, as we walk, the sense of time, but with that streaming darkness in my eyes I have lost my grip.This Palace seems light as a cloud set for a moment on the sky.It is a trick of the mind—to put Kings on their thrones, one following another, with crowns on their heads.And we ourselves, walking six abreast, what do we oppose, with this random flicker of light in us that we call brain and feeling, how can we do battle against this flood; what has permanence?Our lives too stream away, down the unlighted avenues, past the strip of time, unidentified.Once Neville threw a poem at my head.Feeling a sudden conviction of immortality, I said, “I too know what Shakespeare knew.”But that has gone.’"
"“不合情理，荒唐可笑，”内维尔说，“随着我们的脚步，时光倒流了。一只狗欢腾跳跃。机器开始运转。岁月让那门道陈旧。以那只狗为背景，现在看来三百年只是消逝的瞬间。威廉国王戴着假发骑在马上，宫女们的绣花裙撑掠过草皮。伴着我们的脚步，我开始相信，欧洲的命运意义重大，而且，尽管看似依然荒唐可笑，一切还是全仗布伦海姆之战。是的；我们穿过大门时，我宣布，就在此刻；我成了乔治国王的子民。”","‘Unreasonably, ridiculously,’ said Neville, ‘as we walk, time comes back.A dog does it, prancing.The machine works.Age makes hoary that gateway.Three hundred years now seem no more than a moment vanished against that dog.King William mounts his horse wearing a wig, and the court ladies sweep the turf with their embroidered panniers.I am beginning to be convinced, as we walk, that the fate of Europe is of immense importance, and, ridiculous as it still seems, that all depends upon the battle of Blenheim.Yes; I declare, as we pass through this gateway, it is the present moment; I am become a subject of King George.’"
"“当我们沿着这条林阴道一路前行，”路易斯说，“我轻轻依偎着吉尼，伯纳德与内维尔手挽着手，苏珊的一只手握在我的手中，我们禁不住掉下眼泪，称呼自己为小孩子，祈祷上帝在我们睡着时保佑我们平安。因为害怕黑暗，我们一起唱着歌，拍着手，柯里小姐拉着风琴，多么甜蜜啊。”","‘While we advance down this avenue,’ said Louis, ‘I leaning slightly upon Jinny, Bernard arm-in-arm with Neville, and Susan with her hand in mine, it is difficult not to weep, calling ourselves little children, praying that God may keep us safe while we sleep.It is sweet to sing together, clasping hands, afraid of the dark, while Miss Curry plays the harmonium.’"
"“铁门已经卷起。”吉尼说。“时间的利齿停止了咬啮。我们克服了空间的深渊，用口红，用脂粉，用薄薄的手帕。”","‘The iron gates have rolled back,’ said Jinny.‘Time’s fangs have ceased their devouring.We have triumphed over the abysses of space, with rouge, with powder, with flimsy pocket-handkerchiefs.’"
"“我抓住了，握得牢牢的。”苏珊说。“我紧紧抓住这只手，不管它是谁的，是因为爱还是恨；爱或恨并不重要。”","‘I grasp, I hold fast,’ said Susan.‘I hold firmly to this hand, anyone’s, with love, with hatred; it does not matter which.’"
"“平静的情绪，游移的情绪，笼罩着我们，”罗达说，“当头脑的围墙变得透明，我们享受着这短暂的轻松时刻（无忧无虑的时刻并不常有）。雷恩宫，好像是对着池座里那些呆板、乏味之流表演的四重奏，形成一个长方形。一个方形立于长方形之上，于是我们说：‘这就是我们的居住之地。建筑物已经在望。外面几无可留。’”","‘The still mood, the disembodied mood is on us,’ said Rhoda, ‘and we enjoy this momentary alleviation (it is not often that one has no anxiety) when the walls of the mind become transparent.Wren’s palace, like the quartet played to the dry and stranded people in the stalls, makes an oblong.A square is stood upon the oblong and we say, “This is our dwelling-place.The structure is now visible.Very little is left outside.”’"
"“那朵花，”伯纳德说，“我们与珀西瓦尔聚餐时那家餐馆桌子上插在花瓶里的那支红色康乃馨，成了一朵六边形的花；含了六种生活。”","‘The flower,’ said Bernard, ‘the red carnation that stood in the vase on the table of the restaurant when we dined together with Percival, is become a six-sided flower; made of six lives.’"
"“在那些紫杉的映衬下，”路易斯说，“可以看见一道神秘的光。”","‘A mysterious illumination,’ said Louis, ‘visible against those yew trees.’"
"“融入了许多痛苦，许多爱抚。”吉尼说。","‘Built up with much pain, many strokes,’ said Jinny."
"“婚姻、死亡、游历、友谊，”伯纳德说，“城镇与乡村，子女及其有关的一切；它是从黑暗中切割出来的一种多面体，一朵多面的花。让我们停留片刻；让我们瞧瞧我们营造的东西。让它在紫杉的映衬下发出光彩吧。一个生命。在那儿。完结了。熄灭了。”","‘Marriage, death, travel, friendship,’ said Bernard; ‘town and country; children and all that; a many-sided substance cut out of this dark; a many-faceted flower.Let us stop for a moment; let us behold what we have made.Let it blaze against the yew trees.One life.There.It is over.Gone out.’"
"“这会儿他们不见了。”路易斯说。“苏珊和伯纳德一起。内维尔和吉尼一起。罗达，你和我在这座石头坟墓旁待一会儿吧。既然这几对已经走进树林里去了，我们将会听到什么样的歌呢？吉尼用她戴着手套的手指指点点，装出留心那些睡莲的样子，苏珊一直爱着伯纳德，她向他诉说：‘我糟糕的一生，我虚度的一生。’内维尔，正抓着吉尼那留着樱桃色指甲的小手，在湖畔，在月光映照的水边，大声表白着：‘爱人啊，爱人啊，’而她模仿着鸟儿的声音回应着：‘爱人么，爱人么？’我们听到了什么样的歌？”","‘Now they vanish,’ said Louis.‘Susan with Bernard.Neville with Jinny.You and I, Rhoda, stop for a moment by this stone urn.What song shall we hear now that these couples have sought the groves, and Jinny, pointing with her gloved hand, pretends to notice the water-lilies, and Susan, who has always loved Bernard, says to him, “My ruined life, my wasted life.”And Neville, taking Jinny’s little hand, with the cherry-coloured finger-nails, by the lake, by the moonlit water, cries, “Love, love,” and she answers, imitating the bird, “Love, love?”What song do we hear?’"
